"","x"
"cell4100","CD34+CD45RA-CLEC12A-"
"cell4101","CD34+CD45RA-CLEC12A-"
"cell4102","CD34+CD45RA-CLEC12A-"
"cell4103","CD34+CD45RA-CLEC12A-"
"cell4105","CD34+CD45RA-CLEC12A-"
"cell4106","CD34+CD45RA-CLEC12A-"
"cell4107","CD34+CD45RA-CLEC12A-"
"cell4108","CD34+CD45RA+CLEC12A+"
"cell4109","CD34+CD45RA-CLEC12A-"
"cell4110","CD34+CD45RA-CLEC12A+"
"cell4111","CD34+CD45RA-CLEC12A-"
"cell4112","CD34+CD45RA+CLEC12A-"
"cell4113","CD34+CD45RA-CLEC12A-"
"cell4114","CD34+CD45RA-CLEC12A-"
"cell4115","CD34+CD45RA-CLEC12A-"
"cell4116","CD34+CD45RA-CLEC12A+"
"cell4117","CD34+CD45RA-CLEC12A+"
"cell4118","CD34+CD45RA-CLEC12A-"
"cell4119","CD34+CD45RA+CLEC12A-"
"cell4120","CD34+CD45RA-CLEC12A-"
"cell4121","CD34+CD45RA-CLEC12A-"
"cell4122","CD34+CD45RA+CLEC12A-"
"cell4123","CD34+CD45RA-CLEC12A+"
"cell4124","CD34+CD45RA-CLEC12A-"
"cell4125","CD34+CD45RA-CLEC12A-"
"cell4126","CD34+CD45RA-CLEC12A-"
"cell4127","CD34+CD45RA-CLEC12A-"
"cell4128","CD34+CD45RA-CLEC12A-"
"cell4129","CD34+CD45RA-CLEC12A-"
"cell4130","CD34+CD45RA-CLEC12A+"
"cell4131","CD34+CD45RA-CLEC12A-"
"cell4132","CD34+CD45RA-CLEC12A-"
"cell4133","CD34+CD45RA-CLEC12A-"
"cell4134","CD34+CD45RA-CLEC12A-"
"cell4135","CD34+CD45RA-CLEC12A+"
"cell4136","CD34+CD45RA-CLEC12A+"
"cell4137","CD34+CD45RA+CLEC12A-"
"cell4138","CD34+CD45RA-CLEC12A-"
"cell4139","CD34+CD45RA-CLEC12A-"
"cell4140","CD34+CD45RA-CLEC12A-"
"cell4141","CD34+CD45RA-CLEC12A-"
"cell4142","CD34+CD45RA-CLEC12A-"
"cell4143","CD34+CD45RA-CLEC12A-"
"cell4144","CD34+CD45RA-CLEC12A-"
"cell4145","CD34+CD45RA+CLEC12A-"
"cell4146","CD34+CD45RA-CLEC12A-"
"cell4147","CD34+CD45RA-CLEC12A-"
"cell4148","CD34+CD45RA+CLEC12A-"
"cell4149","CD34+CD45RA-CLEC12A-"
"cell4151","CD34+CD45RA-CLEC12A-"
"cell4152","CD34+CD45RA-CLEC12A-"
"cell4153","CD34+CD45RA-CLEC12A-"
"cell4154","CD34+CD45RA-CLEC12A-"
"cell4155","CD34+CD45RA-CLEC12A-"
"cell4156","CD34+CD45RA-CLEC12A+"
"cell4157","CD34+CD45RA-CLEC12A-"
"cell4158","CD34+CD45RA-CLEC12A-"
"cell4159","CD34+CD45RA-CLEC12A-"
"cell4160","CD34+CD45RA+CLEC12A-"
"cell4161","CD34+CD45RA-CLEC12A-"
"cell4162","CD34+CD45RA-CLEC12A-"
"cell4163","CD34+CD45RA-CLEC12A-"
"cell4164","CD34+CD45RA+CLEC12A+"
"cell4165","CD34+CD45RA-CLEC12A+"
"cell4166","CD34+CD45RA-CLEC12A-"
"cell4167","CD34+CD45RA-CLEC12A+"
"cell4168","CD34+CD45RA+CLEC12A-"
"cell4169","CD34+CD45RA-CLEC12A+"
"cell4170","CD34+CD45RA-CLEC12A-"
"cell4171","CD34+CD45RA-CLEC12A-"
"cell4172","CD34+CD45RA-CLEC12A-"
"cell4173","CD34+CD45RA-CLEC12A-"
"cell4174","CD34+CD45RA-CLEC12A+"
"cell4175","CD34+CD45RA+CLEC12A-"
"cell4176","CD34+CD45RA-CLEC12A-"
"cell4177","CD34+CD45RA-CLEC12A-"
"cell4178","CD34+CD45RA-CLEC12A+"
"cell4179","CD34+CD45RA-CLEC12A-"
"cell4180","CD34+CD45RA-CLEC12A-"
"cell4181","CD34+CD45RA-CLEC12A-"
"cell4182","CD34+CD45RA-CLEC12A-"
"cell4183","CD34+CD45RA-CLEC12A-"
"cell4184","CD34+CD45RA-CLEC12A-"
"cell4185","CD34+CD45RA-CLEC12A+"
"cell4186","CD34+CD45RA-CLEC12A-"
"cell4187","CD34+CD45RA+CLEC12A-"
"cell4188","CD34+CD45RA-CLEC12A-"
"cell4189","CD34+CD45RA-CLEC12A+"
"cell4190","CD34+CD45RA-CLEC12A-"
"cell4191","CD34+CD45RA-CLEC12A-"
"cell4192","CD34+CD45RA-CLEC12A+"
"cell4193","CD34+CD45RA-CLEC12A-"
"cell4195","CD34+CD45RA-CLEC12A+"
"cell4196","CD34+CD45RA-CLEC12A-"
"cell4197","CD34+CD45RA-CLEC12A-"
"cell4198","CD34+CD45RA-CLEC12A+"
"cell4199","CD34+CD45RA-CLEC12A+"
"cell4200","CD34+CD45RA-CLEC12A-"
"cell4201","CD34+CD45RA+CLEC12A-"
"cell4202","CD34+CD45RA-CLEC12A-"
"cell4204","CD34+CD45RA-CLEC12A-"
"cell4205","CD34+CD45RA-CLEC12A-"
"cell4206","CD34+CD45RA-CLEC12A-"
"cell4207","CD34+CD45RA-CLEC12A-"
"cell4208","CD34+CD45RA-CLEC12A+"
"cell4209","CD34+CD45RA-CLEC12A+"
"cell4210","CD34+CD45RA-CLEC12A+"
"cell4211","CD34+CD45RA-CLEC12A-"
"cell4212","CD34+CD45RA+CLEC12A-"
"cell4213","CD34+CD45RA-CLEC12A-"
"cell4214","CD34+CD45RA-CLEC12A-"
"cell4215","CD34+CD45RA+CLEC12A-"
"cell4216","CD34+CD45RA-CLEC12A-"
"cell4217","CD34+CD45RA-CLEC12A-"
"cell4218","CD34+CD45RA-CLEC12A-"
"cell4219","CD34+CD45RA-CLEC12A+"
"cell4220","CD34+CD45RA-CLEC12A-"
"cell4221","CD34+CD45RA-CLEC12A-"
"cell4223","CD34+CD45RA+CLEC12A+"
"cell4224","CD34+CD45RA-CLEC12A-"
"cell4225","CD34+CD45RA-CLEC12A-"
"cell4226","CD34+CD45RA-CLEC12A-"
"cell4227","CD34+CD45RA-CLEC12A-"
"cell4228","CD34+CD45RA-CLEC12A-"
"cell4229","CD34+CD45RA+CLEC12A-"
"cell4230","CD34+CD45RA-CLEC12A-"
"cell4231","CD34+CD45RA-CLEC12A-"
"cell4232","CD34+CD45RA-CLEC12A-"
"cell4233","CD34+CD45RA-CLEC12A-"
"cell4234","CD34+CD45RA-CLEC12A-"
"cell4236","CD34+CD45RA-CLEC12A-"
"cell4237","CD34+CD45RA-CLEC12A-"
"cell4238","CD34+CD45RA-CLEC12A-"
"cell4239","CD34+CD45RA+CLEC12A-"
"cell4240","CD34+CD45RA-CLEC12A-"
"cell4241","CD34+CD45RA-CLEC12A-"
